time,open,high,low,close,tick_volume,spread,real_volume
2024-01-12 16:00:00,16806.88,16856.52,16780.06,16813.62,15522,477,0
2024-01-12 20:00:00,16813.59,16841.33,16794.57,16836.65,3513,474,0
2024-01-14 20:00:00,16828.72,16832.02,16808.32,16814.75,1515,489,0
2024-01-15 00:00:00,16814.72,16858.5,16811.1,16855.24,6326,469,0
2024-01-15 04:00:00,16854.44,16890.8,16849.3,16866.15,5120,479,0
2024-01-15 08:00:00,16865.94,16890.96,16816.94,16838.34,8372,488,0
2024-01-15 12:00:00,16838.23,16850.47,16805.87,16844.45,7956,487,0
2024-01-15 16:00:00,16844.5,16847.98,16824.34,16838.63,2853,480,0
2024-01-15 20:00:00,16826.04,16833.9,16804.97,16807.37,1391,484,0
2024-01-16 00:00:00,16807.96,16808.5,16753.77,16765.39,8944,476,0
2024-01-16 04:00:00,16765.42,16771.05,16738.52,16751.98,6950,475,0
2024-01-16 08:00:00,16752.15,16758.87,16685.01,16753.01,10658,489,0
2024-01-16 12:00:00,16753.9,16903.53,16728.5,16883.13,17161,479,0
2024-01-16 16:00:00,16884.06,16892.48,16734.85,16799.88,19507,478,0
2024-01-16 20:00:00,16800.65,16853.3,16793.91,16852.06,6391,476,0
2024-01-17 00:00:00,16852.09,16854.13,16782.08,16782.33,7836,467,0
2024-01-17 04:00:00,16782.32,16801.35,16691.06,16716.03,8858,475,0
2024-01-17 08:00:00,16715.23,16770.9,16692.73,16764.73,10523,489,0
2024-01-17 12:00:00,16765.52,16780.65,16564.29,16643.49,16730,478,0
2024-01-17 16:00:00,16642.99,16716.16,16606.17,16703.88,15182,480,0
2024-01-17 20:00:00,16704.18,16757.78,16671.25,16729.19,6624,481,0
2024-01-18 00:00:00,16728.86,16747.53,16718.49,16727.38,8033,470,0
2024-01-18 04:00:00,16727.47,16774.22,16714.72,16766.72,7322,464,0
2024-01-18 08:00:00,16766.24,16870.28,16759.34,16865.52,9838,485,0
2024-01-18 12:00:00,16864.67,16952.41,16850.9,16929.5,16946,483,0
2024-01-18 16:00:00,16930.42,16983.96,16818.33,16972.71,17175,476,0
2024-01-18 20:00:00,16973.45,17028.87,16957.2,17026.15,7497,478,0
2024-01-19 00:00:00,17025.23,17056.16,17009.6,17051.89,8128,481,0
2024-01-19 04:00:00,17051.94,17068.31,17025.93,17062.77,6857,485,0
2024-01-19 08:00:00,17062.7,17129.96,17046.27,17124.22,9588,490,0
2024-01-19 12:00:00,17123.38,17131.71,17043.97,17103.05,15617,485,0
2024-01-19 16:00:00,17104.06,17309.89,17090.44,17302.43,15145,484,0
2024-01-19 20:00:00,17302.12,17320.9,17289.38,17307.18,3748,487,0
2024-01-21 20:00:00,17353.51,17380.56,17353.51,17365.53,2139,510,0
